file_name,caption_1,kor_1,caption_2,kor_2,caption_3,kor_3,caption_4,kor_4,caption_5,kor_5
metalTunnel.wav,A very robotic synth modulates and reverberates within itself,매우 로봇적인 신스는 그 자체 안에서 변조되고 울려 퍼진다.,An interesting instrument whose sound is going up and down.,소리가 오르내리는 재미있는 악기.,The synth is reverberated at an rhythmic meter,리듬 미터에 신스가 울려 퍼진다.,it is like a iron rod cutting sound and it is a workshop,쇠막대 자르는 소리 같고 작업장이다.,it is like an iron rod cutting sound and it is a workshop,쇠막대 자르는 소리 같고 작업장이다.
Ambience Night crickets.wav,A serene bit of nightfall is met by crickets chirping,잔잔한 밤하늘에 귀뚜라미가 지저귀는 소리가 들려온다.,Crickets chirp in the background as a soft wind blows.,부드러운 바람이 불자 귀뚜라미가 뒤에서 짹짹거린다.,Crickets chirping outdoors at night with a gentle breeze blowing.,밤중에 귀뚜라미가 산들바람이 불면서 밖에서 짹짹 운다.,"In the calmness of nightfall, crickets are chirping.",해질녘의 고요 속에서 귀뚜라미가 짹짹 울고 있다.,"While the wind softly blows, crickets chirp in the background.",바람이 살랑살랑 부는 동안 귀뚜라미는 뒤에서 짹짹거린다.
Maria Hernandez Park September 1st.wav,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,한 스케이트 보더가 뒤에서 목소리를 내는 가운데 앞뒤 경사로에서 보드 위를 질주하고 있다.,A skateboarder rides his board up and down a ramp as people speak in the background.,스케이트보드 타는 사람은 사람들이 뒤에서 말을 할 때 그의 보드를 경사로 위아래로 탄다.,People skateboard with some children who are faintly speaking.,사람들은 희미하게 말하고 있는 몇몇 아이들과 함께 스케이트보드를 탄다.,Boards with small wheels are being ridden while children are quietly speaking.,아이들이 조용히 말하는 동안 작은 바퀴가 달린 널빤지를 타고 있다.,People skateboard around at the park while chatting and laughing.,사람들은 수다를 떨고 웃으면서 공원에서 스케이트보드를 탄다.
Traffic Light.wav,A group of people is standing on the street near a busy freeway.,한 무리의 사람들이 붐비는 고속도로 근처 거리에 서 있다.,A group of people standing on the street near a busy freeway.,한 무리의 사람들이 붐비는 고속도로 근처 거리에 서 있다.,A detector device is operating and detecting nothing and then it registers some activity.,"검출기(Detector) 장치는 작동 중이고 아무것도 감지하지 못하며, 그리고 나서 어떤 활동을 등록한다.",An electric machine is operating and detecting nothing and then it suddenly detects some activity.,전기 기계는 작동하고 아무것도 감지하지 못하고 있다가 갑자기 어떤 활동을 감지한다.,Unidentified squeaking occurs several times while men talk in the background.,정체불명의 삐걱거리는 소리는 남자들이 뒤에서 말하는 동안 여러 번 발생한다.
jettish.wav,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.",스르르 흔들리는 소리가 위로 계속 올라갔다가 다시 아래로 내려가는 것이다.,A sweeping swishing sound becomes louder and fades repeatedly.,휘청거리는 소리가 점점 커지며 자꾸 희미해진다.,Heavily distorted siren sounds make them sound like spacecraft.,심하게 일그러진 사이렌 소리는 그들을 우주선처럼 만든다.,They sound like a spacecraft when their siren sounds are highly distorted.,사이렌 소리가 심하게 일그러질 때 마치 우주선처럼 들린다.,fancy alarm or alert system that is constantly going off,끊임없이 울리는 화려한 경보나 경보 시스템
broken comms2.wav,A radio cycling through stations as it is being repaired.,라디오가 수리될 때 방송국을 순환하는 것.,A radio that is trying to be tuned and fixed.,튜닝되고 고쳐지려고 하는 라디오.,A series of bleeps and bloops fire off randomly.,일련의 비명과 블러프들이 무작위로 발사된다.,The computer is beeping as a voice recording drags .,음성녹음이 느릿느릿 흘러가듯 컴퓨터가 삐걱삐걱 소리가 난다.,Various computer noises go off as a voice call breaks up,음성통화가 깨지면서 각종 컴퓨터 소음이 울린다.
wind3.wav,Air is being forced through a small opening and almost making whistling noises.,공기는 작은 틈새로 강제되어 거의 휘파람 소리를 내고 있다.,The wind howled violently and shrilly then began to taper off.,바람이 심하게 울부짖고 사당들이 점점 가늘어지기 시작했다.,The wind is blowing through the corn field very loudly.,바람이 옥수수밭을 아주 시끄럽게 불고 있다.,The wind is heard whistling outside from inside.,밖에서 바람이 휘파람을 부는 소리가 안에서 들린다.,Wind howls violently and shrilly then begins to taper off.,바람이 심하게 울부짖고 새우가 점점 가늘어지기 시작한다.
Drinking Through Straw.wav,"A cold, icy drink is stirred and then sipped through a straw until it is gone.",차갑고 차가운 음료를 휘저은 다음 빨대로 홀짝홀짝 마신다.,A person is pouring a drink and then taking a sip.,한 사람이 술을 따르고 나서 한 모금 마시고 있다.,A stone object rubs and hits against another object,돌로 된 물체가 다른 물체에 마찰하고 부딪치다.,A straw is moving and audible as it whirls around the bottom of the drain.,지푸라기 한 마리가 배수구 밑바닥을 빙빙 돌면서 움직이고 들린다.,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.,누군가가 얼음 조각이 든 음료를 휘젓고 있다가 비어 있을 때까지 빨대로 마시기 시작한다.
the swarm v31m3.wav,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.","징징대는 소리, 짹짹거리는 소리, 그리고 서서히 소멸되는 다른 소리들로 구성된다.","A built up sound comprised of whirring, chirping and other sounds that slowly dies off.","윙윙거리는 소리, 짹짹거리는 소리, 그리고 서서히 잦아드는 다른 소리들로 구성된 빌드 사운드.",A noisy vacuum cleaner is used in a confined space.,시끄러운 진공청소기는 밀폐된 공간에서 사용된다.,A vacuum cleaner with noisy bearings being used in a confined space.,좁은 공간에서 소음이 많은 베어링을 사용하는 진공 청소기.,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.,크랭킹 소음은 소리가 매우 클 때까지 부피가 커지는 낮은 끽끽 소리를 낸다.
Giant 1.wav,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.","어떤 사람이 말투를 흉내내려고 애쓰다가 구르륵 구르륵 구르륵 구르륵, 어떤 부드럽고 가끔 금속이 뒤에서 찰싹거리는 소리.","A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.","어떤 사람이 말투를 흉내내려고 애쓰다가 구르륵 구르륵 구르륵 구르륵, 어떤 부드럽고 간헐적인 금속이 배경에서 쨍그렁 소리를 낸다.",A person is making weird noises with his or her mouth.,사람이 입으로 이상한 소리를 내고 있다.,A person is speaking and is hard to understand.,사람이 말을 하고 있어서 알아듣기 어렵다.,A person who has a hole in their neck is talking and they are hard to understand.,목에 구멍이 난 사람이 말을 하고 있는데 그들은 알아듣기 어렵다.
dull metal.wav,A person is making noise by tapping their fingernails on a solid surface.,사람이 단단한 표면에 손톱을 두드리며 소리를 내고 있다.,Metal prongs rapping insistently against the concrete ground.,금속 조각들이 콘크리트 바닥에 대고 쾅쾅 소리를 낸다.,Tapping two metal sticks together a few times a second.,두 개의 금속을 두드리는 것은 1초에 몇 번 같이 붙는다.,Two metal objects tapping into each other a number of times.,두 개의 금속 물체가 여러 번 서로 부딪친다.,Water is dripping from the faucet into the sink.,수도꼭지에서 싱크대로 물이 뚝뚝 떨어지고 있다.
Small Chain Clanging.wav,A person crunches through dried leaves on the ground.,사람은 땅 위의 마른 잎사귀를 쪼아먹는다.,Aluminum candy papers are balled up in a hand.,알루미늄 캔디 종이는 한 손에 뭉쳐져 있다.,Somebody balling up aluminum candy papers in their hand.,누군가 손에 알루미늄 캔디 종이를 들고 있어.,The chain of a necklace rattles inside a plastic cup.,플라스틱 컵 안에서 목걸이의 사슬이 덜컹거리다.,a person is stepping on the ground full of dried leaves,사람이 마른 잎으로 가득 찬 땅을 밟고 있다.
Hitting Tall Grass.wav,A person slowly clears high growth vegetation outdoors,사람은 야외에서 성장한 초목을 천천히 치운다.,It takes more force to weed and trim as time goes on.,시간이 지날수록 잡초를 뽑고 다듬는 데는 더 많은 힘이 필요하다.,Rocks are being thrown down on the ground.,바위가 땅바닥에 내동댕이쳐지고 있다.,Sand is being shoveled and dumped on the ground.,모래를 삽으로 퍼서 땅에 버리고 있다.,The sand that is being shoveled is being dumped on the nearby ground.,삽으로 퍼내고 있는 모래가 인근 지상에 버려지고 있다.
Thunder Storm Daytona 3.wav,A clap of thunder coupled with the running water.,천둥소리가 흐르는 물과 결합했다.,The plants in the forest are being blown and thrashed by the winds.,숲의 식물들이 바람에 날리고 박살나고 있다.,The thunder begins to roar as the rain is drizzling.,비가 부슬부슬 내리자 천둥소리가 울리기 시작한다.,The thunder begins to roar while rain is drizzling.,비가 부슬부슬 내리는 동안 천둥소리가 울리기 시작한다.,Water is running and a roar of thunder happens at the same time.,물이 흐르고 천둥소리가 동시에 일어난다.
smoking in car.wav,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,라이터를 여러 번 사용하여 담배에 불을 붙인 다음 숨을 들이마시고 기침하는 사람.,After the lighter clicks and lights the cigarette the man coughs.,라이터가 딸깍 소리를 내며 담배에 불을 붙인 후 남자는 기침을 한다.,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.",누군가가 라이터를 켜고 담배에 불을 붙이고 담배에서 숨을 쉬고 나서 기침을 한다.,"Striking the lighter, she lit the cigarette, pulled and began to cough.",라이터를 치면서 그녀는 담배에 불을 붙이고 잡아당기더니 기침을 하기 시작했다.,The person tried a few times to light the cigarette with a lighter and he inhales and coughs.,그 사람은 라이터로 담배에 불을 붙이려고 몇 번을 시도했고 그는 숨을 들이마시고 기침을 한다.
Huston we have a problem (before &amp; after cleaning).wav,A female voice communicates over a static walkie-talkie.,여성 음성이 정적 무전기를 통해 통신한다.,Dispatcher and radio communication between people who are talking.,통화하는 사람들 사이의 디스패처와 무선통신.,People are talking with each other using radio communication.,사람들이 무선 통신을 이용하여 서로 이야기를 나누고 있다.,People are talking to each other on the radio.,사람들이 라디오에서 서로 이야기하고 있다.,Someone on the radio talking to another person.,라디오에 나오는 사람이 다른 사람과 통화하고 있다.
Subping03.wav,A bell sound rings and echoes and slowly returns.,종소리가 울리고 메아리가 울리며 천천히 돌아온다.,A small quiet mechanical reading or beeping similar to a radar.,레이더와 유사한 작고 조용한 기계식 판독 또는 신호음.,A soft mechanical bleeping which is reminiscent of radar.,레이더를 연상시키는 부드러운 기계 블리핑.,"A sonar sound starting off strong then fading, to begin strong again and eventually quiet down.",음파탐지기는 강하게 시작하다가 점점 희미해져 다시 강하게 시작되어 결국에는 잠잠해진다.,Sonar is activated and its audio oscillates between strong and weak signals.,음파 탐지기가 작동하고 그 오디오는 강한 신호와 약한 신호 사이에서 진동한다.
sheep on pasture.wav,A baby lamb baaing and an adult lamb baaing while walking through grass.,풀밭을 거닐며 새끼양 바잉과 어른 양 바잉.,A human mimics a lamb as it bleats.,사람은 양이 우는 소리를 흉내 낸다.,A lamb bleating while a human mimics it.,사람이 흉내를 내는 동안 양 한 마리가 우는 것이다.,Sheep bleat while birds chirp in the background.,새들이 배경에서 지저귀는 동안 양은 운다.,Sheep call out while birds chirp in the background.,새들이 뒤에서 지저귀는 동안 양은 소리친다.
je_footstepsCement.wav,A person walks on a scratchy surface in a frequent manner,사람이 자주 긁힌 표면을 걷는다.,A person wearing slides is dragging their feet while they walk.,미끄럼틀을 쓴 사람이 걷는 동안 발을 질질 끌고 있다.,Someone is walking down a sidewalk and dragging their feet a little bit.,누군가가 보도를 걸어 내려가서 발을 약간 질질 끌고 있다.,Someone walking down a sidewalk and dragging their feet a little bit.,누군가 보도를 걸어 내려가서 발을 조금 질질 끌고 있다.,Someone walks by wearing flip flops as they clack and scrape along the sidewalk.,누군가가 쨍그랑 소리를 내며 인도를 따라 긁어대면서 슬리퍼를 신고 걸어간다.
Geroezemoes.wav,"A great number of people of all sorts of ages converse with each other, including a small child.",어린아이를 포함하여 각양각색의 사람들이 서로 대화를 나눈다.,A group of people are having breakfast together in a cafeteria.,한 무리의 사람들이 카페테리아에서 함께 아침을 먹고 있다.,A group of people eat breakfast together at a table in the cafeteria.,한 무리의 사람들이 카페테리아에 있는 테이블에서 함께 아침을 먹는다.,A group or crowd of people speaking and shouting.,말하고 외치는 사람들 또는 군중들.,A large of group of people composed of different ages talk to each other including a toddler.,다양한 연령대의 사람들로 구성된 많은 사람들이 아기들을 포함하여 서로 이야기를 나눈다.
paper01.wav,A book being flipped through over and over.,책이 몇 번이고 휙휙 넘겨졌다.,A books whose page keeps being turned over.,페이지가 자꾸 뒤집히는 책.,Flipping through a book to put emphasis on the movement of the paper.,그 종이의 움직임을 강조하기 위해 책을 휙휙 넘기는 것.,Some flipping the pages of a book with large leaves,몇몇은 큰 잎으로 책장을 넘긴다.,Someone flipping the large leaf pages of a book.,누군가가 책의 큰 잎 페이지를 넘기고 있다.
0400 Traffic_police.wav,A car idling then somebody blowing a whistle while motorcycles pass by,오토바이가 지나가는 동안 누군가 호루라기를 불고 있는 차.,A person blows a whistle at a busy city intersection.,사람이 번화한 도시 교차로에서 호루라기를 불다.,A person blows a whistle at a busy intersection.,사람이 붐비는 교차로에서 호루라기를 불다.,Several cars drive along a road while a police officer directs traffic.,경찰관이 교통정리를 하는 동안 여러 대의 차가 도로를 따라 달린다.,Several cars driving on a road and a whistle is sounding.,도로와 호루라기 소리를 내며 달리는 차 몇 대가 울리고 있다.
"Crowd ambience, eating popcorn.wav","A short distance away, a group of people engage in indistinguishable chatter.",조금 떨어진 곳에서 한 무리의 사람들이 분간할 수 없는 수다를 떠는 것이다.,"As time goes on, the bustling crowd chatter resonates.",시간이 흐를수록 북적거리는 군중의 수다도 울려 퍼진다.,Many people were moving and discussing inside of a large hall.,많은 사람들이 큰 홀 안에서 움직이며 토론하고 있었다.,The activity of crowd chatter resonates as time goes on.,군중들의 재잘거리는 활동은 시간이 흐를수록 반향을 불러일으킨다.,people are talking loudly in the background indistinguishably,사람들이 뒤에서 눈에 잘 띄지 않게 큰 소리로 이야기하고 있다.
"Walking in a park, on gravel (wind) - Athens National Botanical Garden.wav","A person was walking on a sidewalk adjacent to a school, where children were playing on the playground.",한 사람이 아이들이 운동장에서 놀고 있는 학교와 인접한 인도를 걷고 있었다.,"As the wind begins to blow, background sounds like metal clanking and children screeching arise.",바람이 불기 시작하면서 배경은 금속이 부딪치는 소리처럼 들리고 아이들이 꽥꽥거리는 소리가 난다.,From outside the laundromat someone watches the clothes go round and round in the dryer,빨래방 밖에서 누군가가 건조기 안에서 옷들이 빙빙 도는 것을 지켜본다.,Metal clanks as the wind blows and the voices of children are screeching way in the background.,바람이 불면서 금속이 부딪치고 아이들의 목소리가 뒤에서 꽥꽥거린다.,Someone walking down a sidewalk next to a school with kids on the playground playing.,놀이터에서 아이들이 놀고 있는 학교 옆 인도를 걷고 있는 사람.
Fan_Ventilation_Stereo 4.wav,A large industrial machine was whirring inside of a room.,방 안에서 커다란 공업용 기계가 윙윙거리고 있었다.,A large industrial machine whirring inside of a room.,방 안에서 커다란 공업용 기계가 윙윙거리고 있다.,A loud mechanical whir is quite muffled by a distant nature sound.,시끄러운 기계 윙윙거리는 소리는 먼 자연 소리에 의해 꽤 가려진다.,A small engine runs with a small fan of a vehicle similar to a car.,자동차와 비슷한 차량의 소형 선풍기로 소형 엔진이 달린다.,Industry equipment being utilized inside a company warehouse,회사 창고 내에서 활용되고 있는 산업 장비
Cicadas and birds in a hot summer noon.wav,Animals and insects are making their usual sounds in a meadow.,동물들과 곤충들이 목초지에서 그들의 일상적인 소리를 내고 있다.,Birds chirping outside while people are talking in the background.,사람들이 뒤에서 이야기하는 동안 밖에서 새들이 지저귀고 있다.,"In a jungle, a flock of birds chirp among the flowing river.",밀림에서 새떼가 흐르는 강물 사이에서 짹짹거린다.,"In the distance, different birds chirped at different times.",멀리서 보면 서로 다른 새들이 서로 다른 시간에 지저귀었다.,"The jungle with a lot of birds chirping, and potentially a river or waterfall nearby.","많은 새들이 지저귀는 정글, 그리고 근처에 잠재적으로 강이나 폭포가 있을 수 있다."
150209 Trevor Webb Beard Trimming.wav,A hair trimmer being used to cut hair.,머리를 자르는 데 사용되는 헤어 트리머.,A pair of hair clippers is cutting through hair.,머리깎이 한 쌍이 머리를 자르고 있다.,The hair of a person is being cut with a hair trimmer.,사람의 머리를 다듬는 기계로 자르고 있다.,The buzz of an electric razor cutting the hair of someone.,전기 면도칼이 누군가의 머리카락을 자르는 소리.,"The buzzing of an electric razor, as someone receives a hair cut.","전기면도기의 윙윙거리는 소리, 누군가 머리를 깎을 때."
16_Rain_Light_Ocean_44_16.wav,A camp fire crackles as the flames burn branches and leaves.,불길이 나뭇가지와 잎을 태우면서 캠프 불꽃이 튄다.,A camp fire is crackling as it burns up branches and leaves.,모닥불은 나뭇가지와 잎을 태우면서 갈라지고 있다.,A whir close by and cracking occurs because of a small fire.,가까이에서 빙빙 돌다가 작은 불 때문에 금이 간다.,A whir nearby and then cracking is apparent from a small fire.,근처에서 빙빙 돌다가 작은 불에서 갈라지는 소리가 뚜렷하다.,The rain is falling and dripping without other noise.,비는 다른 소음도 없이 내리고 있다.
160718 HSN boy on tricycle passing by.wav,A lot of noise is coming from a factory engine.,공장 엔진에서 많은 소음이 나오고 있다.,A person shredding paper in a paper shredder.,종이파쇄기에 종이를 갈기갈기 찢는 사람.,A shredder is on and a person puts a charge card into the shredder.,파쇄기가 켜져 있고 사람이 파쇄기에 충전 카드를 넣는다.,Someone is playing with a remote control car,누군가가 리모컨을 가지고 놀고 있다.,a factory engine is making a lot of noise,공장 엔진이 소음을 많이 내고 있다.
remix of 130879__frederic-font__05-hang-song-1.wav,An upbeat melody of music is repeatedly playing.,경쾌한 음악의 선율이 반복적으로 연주되고 있다.,Multiple phase music is being played with a rhythmic beat.,리듬감 있는 비트로 멀티 페이즈 음악이 연주되고 있다.,Music is being played with a steady beat.,음악은 꾸준한 박자로 연주되고 있다.,Someone playing an instrument at a constant rate and tune.,일정한 비율로 악기를 연주하고 조율하는 사람.,an upbeat music melody is playing over and over again,흥겨운 음악 선율이 계속 연주되고 있다.
2 Gardener - May 2013 - Take01 - ZOOM H2n.wav,A hand held sander was used as various speeds.,손 잡는 샌더는 다양한 속도로 사용되었다.,A power tool is being used to cut grass.,풀 베는 데 전동 공구를 사용하고 있다.,A weed whacker trimming edges from a lawn.,잔디밭의 가장자리를 다듬는 잡초 잡초.,A weed whacker trims the edges of a lawn.,잡초잡이는 잔디밭의 가장자리를 다듬는다.,Someone is operating a weed eater power tool.,누군가가 잡초먹이 파워도구를 작동시키고 있다.
fridaynight.wav,A siren sounds in the distance as heavy traffic rumbles by and a street performer starts playing.,심한 교통체증이 덜거덕거리며 지나가자 멀리서 사이렌이 울리고 거리 공연자가 연주를 시작한다.,Apparatus running and a melodic instrument being played in the meantime.,그 사이에 장치 러닝과 멜로디 악기가 연주되고 있다.,"Traffic roars, a distant siren sounds, and a street performer plays music.",교통소리에 멀리서 사이렌이 울리고 거리연주가 음악을 연주한다.,someone is playing the trumpet as cars and people are passing by,누군가가 차와 사람들이 지나갈 때 트럼펫을 연주하고 있다.,someone is playing the trumpet while cars and people are passing by,자동차와 사람들이 지나가는 동안 누군가가 트럼펫을 연주하고 있다.
ClockTicking.wav,A machine is making a loud clicking noise.,기계가 딸깍하는 큰 소리를 내고 있다.,A pendulum moves back and forth and a pendulum ticks.,진자가 앞뒤로 움직이고 진자가 간지럽다.,A pendulum ticks as it moves back and forth.,진자가 앞뒤로 움직이면서 간지럽다.,The machine is making a loud clicking noise.,기계가 딸깍하는 큰 소리를 내고 있다.,the ticktocking of a loud clock in the foreground,전경에 울려대는 시계의 똑딱거리는 소리.
Running.wav,"Chains are rattling while a horse is moving, then a man coughs.","말이 움직이는 동안 쇠사슬이 덜컹거리고, 그러자 한 남자가 기침을 한다.","Slow first, then quickening, horse feet and the jangle of their harness pass along, followed by a light cough.","먼저 천천히, 그리고 나서 빨리, 말발과 그들의 마구의 장르가 지나가고, 이어서 가벼운 기침이 뒤따른다.",Someone is running with their keys just a jingling and then coughs.,누군가가 열쇠만 짤랑거리며 뛰다가 기침을 한다.,"With increasing speed, the trotting of horse feet and the jangle of their equipment pass by, followed by a cough.","속도가 점점 빨라지면서 말발굽 소리와 장비 장르가 지나가고, 이어 기침 소리가 이어진다.","chains are rattling, as horse is moving, then man coughs",말이 움직일 때 쇠사슬이 덜거덕거리다가는 사람이 기침을 한다.
opening and closing a loft door.wav,"A man moves from the basement to upstairs, moving a heavy metal object with him.",한 남자가 무거운 금속 물체를 그와 함께 옮기면서 지하실에서 위층으로 이동한다.,"Somebody slides open a heavy object or doorway, then continues walking.",누군가가 무거운 물체나 출입구를 미끄러지듯 열고 나서 계속 걷는다.,Someone closes the garage door and then walks upstairs.,누군가가 차고 문을 닫고 위층으로 걸어간다.,Someone slowly slides open a heavy screen door and then proceeds to walk down the hallway.,누군가 무거운 스크린 도어를 천천히 열고 나서 복도를 따라 걷는다.,wooden rod beating sound and pushing some heavy material sound,나무 막대를 두드리는 소리와 무거운 재료의 밀는 소리
Breaking Glass .wav,"A person shatters multiple glass objects, and then bangs on things.",한 사람이 여러 개의 유리 물체를 부순 다음 사물에 부딪친다.,"Breaking glass, maybe a bottle, eight pieces of window or a conservatory with repetitive strikes on the glass objective","유리 깨짐, 병, 8개의 유리 조각 또는 유리 목표에 반복적인 타격을 가하는 온실",Plates break loudly as they are dropped to the floor.,접시는 바닥에 떨어지면서 크게 깨진다.,The tinkling glass sounds after bottles are thrown and broken.,병을 던지고 깨진 후에 팅크하는 유리잔 소리가 난다.,the sound of glass breaking and falling onto the floor,유리가 깨져 바닥으로 떨어지는 소리
